123,Algeria,Azeffoun
124,Algeria,Azzaba
125,Algeria,Batna
126,Algeria,Bechar
127,Algeria,Bechloul
128,Algeria,Bejaia
129,Algeria,Ben N'Choud
130,Algeria,Ben Nasseur
131,Algeria,Beni Abbes
132,Algeria,Beni Aissi
133,Algeria,Beni Amrane
134,Algeria,Beni Douala
135,Algeria,Beni Fouda
136,Algeria,Beni Ounif
137,Algeria,Bir Ghbalou
138,Algeria,Biskra
139,Algeria,Blida
140,Algeria,Boghni
141,Algeria,Bordj Bou Arreridj
142,Algeria,Bordj Menaiel
143,Algeria,Bordj Mokhtar
144,Algeria,Bordj Okhriss
145,Algeria,Bou Nouh
146,Algeria,Bou Saada
147,Algeria,Boudjima
148,Algeria,Boufarik
149,Algeria,Bouira
150,Algeria,Boukhralfa
151,Algeria,Boumerdes
152,Algeria,Charouine
153,Algeria,Chlef
154,Algeria,Chorfa
155,Algeria,Constantine
156,Algeria,Dellys
157,Algeria,Didouche Mourad
158,Algeria,Djanet
159,Algeria,Djelfa
160,Algeria,Djinet
161,Algeria,Draa Ben Khedda
162,Algeria,Draa el Mizan
163,Algeria,El Adjiba
164,Algeria,El Bayadh
165,Algeria,El Eulma
166,Algeria,El Golea
167,Algeria,El Main
168,Algeria,El Meghaier
169,Algeria,El Milia
170,Algeria,El Oued
171,Algeria,El Tarf
172,Algeria,Es Senia
173,Algeria,Freha
174,Algeria,Ghardaia
175,Algeria,Guelma
176,Algeria,Hassi Messaoud
177,Algeria,I-n-Amenas
178,Algeria,I-n-Amguel
179,Algeria,I-n-Salah
180,Algeria,Iferhounene
181,Algeria,Ifigha
182,Algeria,Iflissen
183,Algeria,Illizi
184,Algeria,In Guezzam
185,Algeria,Jijel
186,Algeria,Kadiria
187,Algeria,Khenchela
188,Algeria,L'Arbaa Nait Irathen
189,Algeria,Laghouat
190,Algeria,Lakhdaria
191,Algeria,M'Sila
192,Algeria,Makouda
193,Algeria,Mascara
194,Algeria,Mecheria
195,Algeria,Mechtras
196,Algeria,Medea
197,Algeria,Mekla
198,Algeria,Messaad
199,Algeria,Mila
200,Algeria,Mostaganem
201,Algeria,Moudjbara
202,Algeria,Naama
203,Algeria,Naciria
204,Algeria,Oran
205,Algeria,Ouadhia
206,Algeria,Ouargla
207,Algeria,Ouled Djellal
208,Algeria,Ouled Moussa
209,Algeria,Ouled Rached
210,Algeria,Oum el Bouaghi
211,Algeria,Reggane
212,Algeria,Relizane
213,Algeria,Saida
214,Algeria,Sali
215,Algeria,Seddouk Oufella
216,Algeria,Setif
217,Algeria,Si Mustapha
218,Algeria,Sidi Bel Abbes
219,Algeria,Sidi Daoud
220,Algeria,Sidi Namane
221,Algeria,Skikda
222,Algeria,Souama
223,Algeria,Souk Ahras
224,Algeria,Souk el Had
225,Algeria,Souma
226,Algeria,Tadmait
227,Algeria,Takerbouzt
228,Algeria,Tala Yfassene
229,Algeria,Tamanrasset
230,Algeria,Taourga
231,Algeria,Tassamert
232,Algeria,Tebessa
233,Algeria,Thenia
234,Algeria,Tiaret
235,Algeria,Tichi
236,Algeria,Tifra
237,Algeria,Tigzirt
238,Algeria,Timimoun
239,Algeria,Timizart
240,Algeria,Timoktene
241,Algeria,Tindouf
242,Algeria,Tipasa
243,Algeria,Tirmitine
244,Algeria,Tissemsilt
245,Algeria,Tizi Gheniff
246,Algeria,Tizi Ouzou
247,Algeria,Tizi Rached
248,Algeria,Tizi-n-Bechar
249,Algeria,Tizi-n-Tleta
250,Algeria,Tlemcen
251,Algeria,Toudja
252,Algeria,Touggourt
253,Algeria,Yakouren
254,American Samoa,Pago Pago
255,Andorra,Andorra la Vella
256,Andorra,Canillo
257,Andorra,Encamp
258,Andorra,Escaldes-Engordany
259,Andorra,La Massana
260,Andorra,Ordino
261,Andorra,Sant Julia de Loria
262,Angola,Alto-Cuilo
263,Angola,Ambriz
264,Angola,Baia Farta
265,Angola,Bala Cangamba
266,Angola,Balombo
267,Angola,Barra do Dande
268,Angola,Belas
269,Angola,Benguela
270,Angola,Bocoio
271,Angola,Bolongongo
272,Angola,Cabinda
273,Angola,Cacolo
274,Angola,Cacongo
275,Angola,Cacuaco
276,Angola,Cahama
277,Angola,Caimbambo
278,Angola,Calenga
279,Angola,Calulo
280,Angola,Caluquembe
281,Angola,Camabatela
282,Angola,Camacupa
283,Angola,Cambambe
284,Angola,Capenda Camulemba
285,Angola,Cassongue
286,Angola,Catabola
287,Angola,Catape
288,Angola,Catchiungo
289,Angola,Catumbela
290,Angola,Caxito
291,Angola,Cazombo
292,Angola,Chibemba
293,Angola,Chibia
294,Angola,Chicomba
295,Angola,Chinguar
296,Angola,Chipindo
297,Angola,Chitembo
298,Angola,Chongoroi
299,Angola,Conda
300,Angola,Cuango
301,Angola,Cubal
302,Angola,Cuchi
303,Angola,Cuemba
304,Angola,Cuito
305,Angola,Cuito Cuanavale
306,Angola,Dondo
307,Angola,Dundo
308,Angola,Gabela
309,Angola,Ganda
310,Angola,Huambo
311,Angola,Humpata
312,Angola,Kuvango
313,Angola,Lobito
314,Angola,Londuimbali
315,Angola,Longonjo
316,Angola,Luanda
317,Angola,Luau
318,Angola,Lubalo
319,Angola,Lubango
320,Angola,Lucapa
321,Angola,Luena
322,Angola,Malanje
323,Angola,Mavinga
324,Angola,Mbanza Kongo
325,Angola,Menongue
326,Angola,Mocamedes
327,Angola,Muconda
328,Angola,Mungo
329,Angola,Namacunde
330,Angola,Nambuangongo
331,Angola,Ndalatando
332,Angola,Ndjamba
333,Angola,Negage
334,Angola,Nzeto
335,Angola,Ondjiva
336,Angola,Porto Amboim
337,Angola,PortoAlexandre
338,Angola,Quibala
339,Angola,Quilenda
340,Angola,Quilengues
341,Angola,Quipungo
342,Angola,Saurimo
343,Angola,Soio
344,Angola,Songo
345,Angola,Sumbe
346,Angola,Talatona
347,Angola,Tchindjendje
348,Angola,Tchitado
349,Angola,Tchitato
350,Angola,Uacu Cungo
351,Angola,Ucuma
352,Angola,Uige
353,Angola,Vila Teixeira da Silva
354,Angola,Xangongo
355,Anguilla,The Valley
356,Antigua And Barbuda,Saint John's
357,Argentina,Abra Pampa
358,Argentina,Adrogue
359,Argentina,Aldo Bonzi
360,Argentina,Allen
361,Argentina,Alta Gracia
362,Argentina,Alto Rio Senguer
363,Argentina,Anatuya
364,Argentina,Aristobulo del Valle
365,Argentina,Armstrong
366,Argentina,Avellaneda
367,Argentina,Avellaneda
368,Argentina,Ayacucho
369,Argentina,Azul
370,Argentina,Bahia Blanca
371,Argentina,Balcarce
372,Argentina,Banfield
373,Argentina,Baradero
374,Argentina,Belen
375,Argentina,Bell Ville
376,Argentina,Bella Vista
377,Argentina,Benito Juarez
378,Argentina,Berazategui
379,Argentina,Bernal
380,Argentina,Bialet Masse
381,Argentina,Bragado
382,Argentina,Brandsen
383,Argentina,Buenos Aires
384,Argentina,Burzaco
385,Argentina,Cafayate
386,Argentina,Caleta Olivia
387,Argentina,Campana
388,Argentina,Canada de Gomez
389,Argentina,Capilla del Monte
390,Argentina,Capitan Bermudez
391,Argentina,Carcarana
392,Argentina,Carhue
393,Argentina,Carmen de Areco
394,Argentina,Caseros
395,Argentina,Casilda
396,Argentina,Castelar
397,Argentina,Castelli
398,Argentina,Catamarca
399,Argentina,Catriel
400,Argentina,Centenario
401,Argentina,Ceres
402,Argentina,Cerrillos
403,Argentina,Chacabuco
404,Argentina,Chajari
405,Argentina,Chamical
406,Argentina,Charata
407,Argentina,Chascomus
408,Argentina,Chepes
409,Argentina,Chilecito
410,Argentina,Chivilcoy
411,Argentina,Choele Choel
412,Argentina,Chos Malal
413,Argentina,Chumbicha
414,Argentina,Cinco Saltos
415,Argentina,Ciudad General Belgrano
416,Argentina,Colon
417,Argentina,Comallo
418,Argentina,Comandante Fontana
419,Argentina,Comandante Luis Piedra Buena
420,Argentina,Comodoro Rivadavia
421,Argentina,Concepcion del Uruguay
422,Argentina,Concordia
423,Argentina,Cordoba
424,Argentina,Coronda
425,Argentina,Coronel Dorrego
426,Argentina,Coronel Suarez
427,Argentina,Corral de Bustos
428,Argentina,Corrientes
429,Argentina,Cruz del Eje
430,Argentina,Cutral-Co
431,Argentina,Darregueira
432,Argentina,Dean Funes
433,Argentina,Dock Sur
434,Argentina,Dolores
435,Argentina,Don Bosco
436,Argentina,El Calafate
437,Argentina,El Maiten
438,Argentina,El Talar de Pacheco
439,Argentina,Eldorado
440,Argentina,Embalse
441,Argentina,Esperanza
442,Argentina,Esquel
443,Argentina,Esteban Echeverria
444,Argentina,Ezpeleta
445,Argentina,Federacion
446,Argentina,Firmat
447,Argentina,Florencio Varela
448,Argentina,Florencio Varela
449,Argentina,Formosa
450,Argentina,Fray Luis A. Beltran
451,Argentina,Frias
452,Argentina,Frontera
453,Argentina,Gastre
454,Argentina,General Conesa
455,Argentina,General Deheza
456,Argentina,General Fernandez Oro
457,Argentina,General Juan Madariaga
458,Argentina,General Levalle
459,Argentina,General Martin Miguel de Guemes
460,Argentina,General Pico
461,Argentina,General Roca
462,Argentina,Gobernador Galvez
463,Argentina,Gobernador Gregores
464,Argentina,Godoy Cruz
465,Argentina,Gonzalez Catan
466,Argentina,Goya
467,Argentina,Granadero Baigorria
468,Argentina,Gualeguay
469,Argentina,Gualeguaychu
470,Argentina,Haedo
471,Argentina,Helvecia
472,Argentina,Humahuaca
473,Argentina,Ingeniero Guillermo N. Juarez
474,Argentina,Ingeniero Jacobacci
475,Argentina,Ingeniero Luis A. Huergo
476,Argentina,Isidro Casanova
477,Argentina,Ituzaingo
478,Argentina,Jesus Maria
479,Argentina,Jesus Nazareno
480,Argentina,Joaquin V. Gonzalez
481,Argentina,Jose C. Paz
482,Argentina,Jose Maria Ezeiza
483,Argentina,Jose Marmol
484,Argentina,Junin
485,Argentina,Junin de los Andes
486,Argentina,Justiniano Posse
487,Argentina,La Banda
488,Argentina,La Calera
489,Argentina,La Carlota
490,Argentina,La Falda
491,Argentina,La Paz
492,Argentina,La Plata
493,Argentina,La Quiaca
494,Argentina,La Reja
495,Argentina,La Rioja
496,Argentina,Laboulaye
497,Argentina,Laguna Larga
498,Argentina,Laguna Paiva
499,Argentina,Lamarque
500,Argentina,Lanus
501,Argentina,Laprida
502,Argentina,Las Heras
503,Argentina,Las Heras
504,Argentina,Las Lajas
505,Argentina,Las Lomitas
506,Argentina,Las Parejas
507,Argentina,Leones
508,Argentina,Libertad
509,Argentina,Libertador General San Martin
510,Argentina,Lincoln
511,Argentina,Lobos
512,Argentina,Lomas de Zamora
513,Argentina,Lomas del Mirador
514,Argentina,Longchamps
515,Argentina,Los Blancos
516,Argentina,Los Menucos
517,Argentina,Los Polvorines
518,Argentina,Lujan
519,Argentina,Macachin
520,Argentina,Malargue
521,Argentina,Malvinas Argentinas
522,Argentina,Mar de Ajo
523,Argentina,Mar del Plata
524,Argentina,Marcos Juarez
525,Argentina,Mendoza
526,Argentina,Mercedes
527,Argentina,Mercedes
528,Argentina,Merlo
529,Argentina,Mina Clavero
530,Argentina,Monte Chingolo
531,Argentina,Monte Cristo
532,Argentina,Monte Quemado
533,Argentina,Moron
534,Argentina,Munro
535,Argentina,Necochea
536,Argentina,Neuquen
537,Argentina,Nueve de Julio
538,Argentina,Obera
539,Argentina,Olavarria
540,Argentina,Oliva
541,Argentina,Oncativo
542,Argentina,Pampa del Infierno
543,Argentina,Parana
544,Argentina,Pedro Luro
545,Argentina,Pergamino
546,Argentina,Perito Moreno
547,Argentina,Perugorria
548,Argentina,Pico Truncado
549,Argentina,Pilar
550,Argentina,Pinamar
551,Argentina,Plaza Huincul
552,Argentina,Plottier
553,Argentina,Posadas
554,Argentina,Presidencia Roque Saenz Pena
555,Argentina,Puerto Deseado
556,Argentina,Puerto Madryn
557,Argentina,Puerto San Martin
558,Argentina,Punta Alta
559,Argentina,Quilmes
560,Argentina,Rada Tilly
561,Argentina,Rafael Calzada
562,Argentina,Rafael Castillo
563,Argentina,Rafaela
564,Argentina,Ramos Mejia
565,Argentina,Rawson
566,Argentina,Reconquista
567,Argentina,Remedios de Escalada
568,Argentina,Resistencia
569,Argentina,Rinconada
570,Argentina,Rio Colorado
571,Argentina,Rio Cuarto
572,Argentina,Rio Gallegos
573,Argentina,Rio Grande
574,Argentina,Rio Mayo
575,Argentina,Rio Primero
576,Argentina,Rio Segundo
577,Argentina,Rio Tercero
578,Argentina,Rodeo
579,Argentina,Rosario
580,Argentina,Rosario del Tala
581,Argentina,Rufino
582,Argentina,Salta
583,Argentina,San Antonio de los Cobres
584,Argentina,San Antonio Oeste
585,Argentina,San Carlos de Bariloche
586,Argentina,San Cristobal
587,Argentina,San Francisco
588,Argentina,San Francisco Solano
589,Argentina,San Isidro
590,Argentina,San Javier
591,Argentina,San Juan
592,Argentina,San Julian
593,Argentina,San Justo
594,Argentina,San Justo
595,Argentina,San Lorenzo
596,Argentina,San Luis
597,Argentina,San Martin
598,Argentina,San Martin de los Andes
599,Argentina,San Miguel
600,Argentina,San Miguel de Tucuman
601,Argentina,San Nicolas de los Arroyos
602,Argentina,San Pedro
603,Argentina,San Pedro
604,Argentina,San Rafael
605,Argentina,San Ramon de la Nueva Oran
606,Argentina,San Salvador
607,Argentina,San Salvador de Jujuy
608,Argentina,Santa Elena
609,Argentina,Santa Fe
610,Argentina,Santa Maria
611,Argentina,Santa Maria
612,Argentina,Santa Rosa
613,Argentina,Santa Rosa
614,Argentina,Santa Rosa de Calamuchita
615,Argentina,Santa Rosa de Rio Primero
616,Argentina,Santiago del Estero
617,Argentina,Santo Tome
618,Argentina,Sarandi
619,Argentina,Sarmiento
620,Argentina,Senillosa
621,Argentina,Sierra Colorada
622,Argentina,Sierra Grande
623,Argentina,Sunchales
624,Argentina,Susques
625,Argentina,Tandil
626,Argentina,Tapiales
627,Argentina,Tartagal
628,Argentina,Telsen
629,Argentina,Temperley
630,Argentina,Tinogasta
631,Argentina,Trancas
632,Argentina,Trelew
633,Argentina,Tres Arroyos
634,Argentina,Trevelin
635,Argentina,Tunuyan
636,Argentina,Unquillo
637,Argentina,Ushuaia
638,Argentina,Uspallata
639,Argentina,Veinticinco de Mayo
640,Argentina,Veinticinco de Mayo
641,Argentina,Veintiocho de Noviembre
642,Argentina,Venado Tuerto
643,Argentina,Vera
644,Argentina,Vicente Lopez
645,Argentina,Victoria
646,Argentina,Victorica
647,Argentina,Viedma
648,Argentina,Villa Adelina
649,Argentina,Villa Allende
650,Argentina,Villa Alsina
651,Argentina,Villa Angela
652,Argentina,Villa Carlos Paz
653,Argentina,Villa Celina
654,Argentina,Villa Constitucion
655,Argentina,Villa Cura Brochero
656,Argentina,Villa del Rosario
657,Argentina,Villa Dominico
658,Argentina,Villa General Belgrano
659,Argentina,Villa Gesell
660,Argentina,Villa Huidobro
661,Argentina,Villa La Angostura
662,Argentina,Villa Luzuriaga
663,Argentina,Villa Maria
664,Argentina,Villa Mercedes
665,Argentina,Villa Nueva
666,Argentina,Villa Paranacito
667,Argentina,Villa Regina
668,Argentina,Villa Rumipal
669,Argentina,Villa Sarmiento
670,Argentina,Villaguay
671,Argentina,Villalonga
672,Argentina,Wilde
673,Argentina,Yacimiento Rio Turbio
674,Argentina,Zapala
675,Argentina,Zarate
676,Armenia,Abovyan
677,Armenia,Akhuryan
678,Armenia,Alaverdi
679,Armenia,Aparan
680,Armenia,Aragatsavan
681,Armenia,Ararat
682,Armenia,Armavir
683,Armenia,Artashat
684,Armenia,Artik
685,Armenia,Ashtarak
686,Armenia,Ayntap
687,Armenia,Berd
688,Armenia,Byureghavan
689,Armenia,Chambarak
690,Armenia,Charentsavan
691,Armenia,Dilijan
692,Armenia,Ejmiatsin
693,Armenia,Garrni
694,Armenia,Gavarr
695,Armenia,Goris
696,Armenia,Gyumri
697,Armenia,Hrazdan
698,Armenia,Ijevan
699,Armenia,Jermuk
700,Armenia,Jrvezh
701,Armenia,Kajaran
702,Armenia,Kapan
703,Armenia,Karmir Gyukh
704,Armenia,Lichk
705,Armenia,Maralik
706,Armenia,Martuni
707,Armenia,Masis
708,Armenia,Metsamor
709,Armenia,Nerk'in Getashen
710,Armenia,Nor Hachn
711,Armenia,Noratus
712,Armenia,Noyemberyan
713,Armenia,Odzun
714,Armenia,Oshakan
715,Armenia,Sardarapat
716,Armenia,Sevan
717,Armenia,Sisian
718,Armenia,Spitak
719,Armenia,Stepanavan
720,Armenia,Tashir
721,Armenia,Tsovinar
722,Armenia,Vanadzor
723,Armenia,Vardenik
724,Armenia,Vardenis
725,Armenia,Vedi
726,Armenia,Verin Getashen
727,Armenia,Yeghegnadzor
728,Armenia,Yeghvard
729,Armenia,Yeranos
730,Armenia,Yerevan
731,Aruba,Oranjestad
732,Aruba,Tanki Leendert
733,Australia,Adelaide
734,Australia,Adelaide River
735,Australia,Albany
736,Australia,Albury
737,Australia,Alice Springs
738,Australia,Alstonville
739,Australia,Andamooka
740,Australia,Andergrove
741,Australia,Ararat
742,Australia,Armidale
743,Australia,Atherton
744,Australia,Australind
745,Australia,Ayr
746,Australia,Bacchus Marsh
747,Australia,Bairnsdale
748,Australia,Ballarat
749,Australia,Ballina
750,Australia,Bannockburn
751,Australia,Banora Point
752,Australia,Barcaldine
753,Australia,Bargara
754,Australia,Barwon Heads
755,Australia,Batemans Bay
756,Australia,Bathurst
757,Australia,Beaudesert
758,Australia,Bedourie
759,Australia,Beerwah
760,Australia,Benalla
761,Australia,Bendigo
762,Australia,Berri
763,Australia,Bicheno
764,Australia,Biloela
765,Australia,Birdsville
766,Australia,Blaxland
767,Australia,Bli Bli
768,Australia,Bomaderry
769,Australia,Bongaree
770,Australia,Bordertown
771,Australia,Boulia
772,Australia,Bourke
773,Australia,Bowen
774,Australia,Bowral
775,Australia,Brisbane
776,Australia,Broken Hill
777,Australia,Broome
778,Australia,Bullsbrook
779,Australia,Bunbury
780,Australia,Bundaberg
781,Australia,Burketown
782,Australia,Burnie
783,Australia,Burpengary
784,Australia,Busselton
785,Australia,Byron Bay
786,Australia,Caboolture
787,Australia,Cairns
788,Australia,Calliope
789,Australia,Caloundra
790,Australia,Camooweal
791,Australia,Campbelltown
792,Australia,Canberra
793,Australia,Cannonvale
794,Australia,Carnarvon
795,Australia,Casino
796,Australia,Castlemaine
797,Australia,Ceduna
798,Australia,Central Coast
799,Australia,Cessnock
800,Australia,Charleville
801,Australia,Charters Towers
802,Australia,Chinchilla
803,Australia,Clare
804,Australia,Clifton Springs
805,Australia,Cloncurry
806,Australia,Cobram
807,Australia,Coffs Harbour
808,Australia,Colac
809,Australia,Collie
810,Australia,Cooma
811,Australia,Cooranbong
812,Australia,Cootamundra
813,Australia,Corinda
814,Australia,Corowa
815,Australia,Cowell
816,Australia,Cowra
817,Australia,Cranbourne
818,Australia,Currumbin
819,Australia,Dalby
820,Australia,Dandenong
821,Australia,Darley
822,Australia,Darwin
823,Australia,Deniliquin
824,Australia,Devonport
825,Australia,Dromana
826,Australia,Drouin
827,Australia,Dubbo
828,Australia,Dunsborough
829,Australia,East Ballina
830,Australia,Echuca
831,Australia,Eidsvold
832,Australia,Emerald
833,Australia,Emerald
834,Australia,Emu Plains
835,Australia,Esperance
836,Australia,Exmouth
837,Australia,Forbes
838,Australia,Forster
839,Australia,Frankston
840,Australia,Fremantle
841,Australia,Gatton
842,Australia,Gawler
843,Australia,Geelong
844,Australia,Georgetown
845,Australia,Geraldton
846,Australia,Gingin
847,Australia,Gisborne
848,Australia,Gladstone
849,Australia,Glass House Mountains
850,Australia,Glen Innes
851,Australia,Glenbrook
852,Australia,Gold Coast
853,Australia,Goondiwindi
854,Australia,Goonellabah
855,Australia,Gordonvale
856,Australia,Goulburn
857,Australia,Gracemere
858,Australia,Grafton
859,Australia,Griffith
860,Australia,Gunnedah
861,Australia,Gympie
862,Australia,Halls Creek
863,Australia,Hamilton
864,Australia,Healesville
865,Australia,Helensburgh
866,Australia,Hervey Bay
867,Australia,Highfields
868,Australia,Hobart
869,Australia,Horsham
870,Australia,Howard Springs
871,Australia,Hughenden
872,Australia,Ingham
873,Australia,Innisfail
874,Australia,Inverell
875,Australia,Inverloch
876,Australia,Ipswich
877,Australia,Irymple
878,Australia,Ivanhoe
879,Australia,Jimboomba
880,Australia,Kalbarri
881,Australia,Kalgoorlie
882,Australia,Kangaroo Flat
883,Australia,Karratha
884,Australia,Karumba
885,Australia,Katanning
886,Australia,Katherine
887,Australia,Katoomba
888,Australia,Kelso
889,Australia,Kempsey
890,Australia,Kiama
891,Australia,Kiama Downs
892,Australia,Kilmore
893,Australia,Kimba
894,Australia,Kingaroy
895,Australia,Kingoonya
896,Australia,Kingscliff
897,Australia,Kingston
898,Australia,Kingston South East
899,Australia,Kununurra
900,Australia,Kurri Kurri
901,Australia,Kwinana
902,Australia,Kyabram
903,Australia,Kyneton
904,Australia,Lakes Entrance
905,Australia,Lara
906,Australia,Launceston
907,Australia,Laverton
908,Australia,Leeton
909,Australia,Lennox Head
910,Australia,Leongatha
911,Australia,Leonora
912,Australia,Leopold
913,Australia,Lismore
914,Australia,Lithgow
915,Australia,Longreach
916,Australia,Lysterfield
917,Australia,Mackay
918,Australia,Maffra
919,Australia,Maitland
920,Australia,Mandurah
921,Australia,Manjimup
922,Australia,Mareeba
923,Australia,Margaret River
924,Australia,Maryborough
925,Australia,Maryborough
926,Australia,McMinns Lagoon
927,Australia,Meekatharra
928,Australia,Melbourne
929,Australia,Melton
930,Australia,Meningie
931,Australia,Merimbula
932,Australia,Merredin
933,Australia,Merrimac
934,Australia,Mildura
935,Australia,Millicent
936,Australia,Mittagong
937,Australia,Moe
938,Australia,Mooroopna
939,Australia,Moranbah
940,Australia,Morawa
941,Australia,Moree
942,Australia,Morwell
943,Australia,Moss Vale
944,Australia,Mount Barker
945,Australia,Mount Barker
946,Australia,Mount Cotton
947,Australia,Mount Eliza
948,Australia,Mount Evelyn
949,Australia,Mount Gambier
950,Australia,Mount Isa
951,Australia,Mount Magnet
952,Australia,Mudgee
953,Australia,Murray Bridge
954,Australia,Murwillumbah
955,Australia,Muswellbrook
956,Australia,Nairne
957,Australia,Nambour
958,Australia,Nambucca Heads
959,Australia,Naracoorte
960,Australia,Narangba
961,Australia,Narrabri
962,Australia,Narre Warren North
963,Australia,Narrogin
964,Australia,Nelson Bay
965,Australia,Nerang
966,Australia,New Norfolk
967,Australia,Newcastle
968,Australia,Newman
969,Australia,Norseman
970,Australia,North Mackay
971,Australia,North Tamborine
972,Australia,Northam
973,Australia,Nowra
974,Australia,Nuriootpa
975,Australia,Oatlands
976,Australia,Ocean Shores
977,Australia,Onslow
978,Australia,Orange
979,Australia,Ouyen
980,Australia,Pakenham
981,Australia,Palmwoods
982,Australia,Pannawonica
983,Australia,Parkes
984,Australia,Penola
985,Australia,Penrith
986,Australia,Perth
987,Australia,Peterborough
988,Australia,Pine Creek
989,Australia,Point Vernon
990,Australia,Port Augusta
991,Australia,Port Denison
992,Australia,Port Douglas
993,Australia,Port Hedland
994,Australia,Port Lincoln
995,Australia,Port Macquarie
996,Australia,Port Pirie
997,Australia,Portland
998,Australia,Pottsville
999,Australia,Proserpine
1000,Australia,Quakers Hill
1001,Australia,Queanbeyan
1002,Australia,Queenstown
1003,Australia,Quilpie
1004,Australia,Ravensthorpe
1005,Australia,Raymond Terrace
1006,Australia,Red Cliffs
1007,Australia,Redlynch
1008,Australia,Richmond
1009,Australia,Richmond
1010,Australia,Rochedale
1011,Australia,Rockhampton
1012,Australia,Roebourne
1013,Australia,Roma
1014,Australia,Rutherford
1015,Australia,Rye
1016,Australia,Sale
1017,Australia,Sanctuary Point
1018,Australia,Sarina
1019,Australia,Scone
1020,Australia,Scottsdale
1021,Australia,Seymour
1022,Australia,Shepparton
1023,Australia,Singleton
1024,Australia,Smithfield Heights
1025,Australia,Smithton
1026,Australia,Somerville
1027,Australia,South Grafton
1028,Australia,Southern Cross
1029,Australia,Southport
1030,Australia,Springwood
1031,Australia,Stawell
1032,Australia,Strathalbyn
1033,Australia,Streaky Bay
1034,Australia,Sunbury
1035,Australia,Swan Hill
1036,Australia,Sydney
1037,Australia,Tahmoor
1038,Australia,Tamworth
1039,Australia,Tannum Sands
1040,Australia,Taree
1041,Australia,Thargomindah
1042,Australia,Theodore
1043,Australia,Three Springs
1044,Australia,Tom Price
1045,Australia,Toowoomba
1046,Australia,Torquay
1047,Australia,Townsville
1048,Australia,Traralgon
1049,Australia,Tumby Bay
1050,Australia,Tumut
1051,Australia,Tuncurry
